TEMP,B,power,SETP,TIME
301.85,0.039818,0.2,301.02,610.0797111988068
301.86,0.0398257,0.2,301.02,612.1124262809753
301.86,0.0398257,0.2,301.02,614.1486451625824
301.86,0.0398257,0.2,301.03,616.170557975769
301.86,0.0398257,0.2,301.03,618.199107170105
301.87,0.0398257,0.2,301.03,620.2391111850739
301.87,0.0398257,0.2,301.04,622.2767412662506
301.87,0.0398257,0.2,301.04,624.3047099113464
301.88,0.0398257,0.2,301.04,626.3401823043823
301.88,0.0398333,0.2,301.05,628.3757834434509
301.88,0.0398333,0.2,301.05,630.4115169048309
301.89,0.0398333,0.2,301.05,632.4496486186981
301.89,0.0398333,0.2,301.06,634.4769797325134
301.89,0.0398333,0.2,301.06,636.5050082206726
301.89,0.0398333,0.2,301.06,638.5449635982513
301.9,0.0398333,0.2,301.07,640.5621094703674
301.9,0.0398333,0.2,301.07,642.5978469848633
301.9,0.0398333,0.2,301.07,644.6242833137512
301.91,0.0398333,0.2,301.08,646.6529700756073
301.91,0.0398409,0.2,301.08,648.681161403656
301.91,0.0398409,0.2,301.08,650.7124810218811
301.92,0.0398409,0.2,301.09,652.7427928447723
301.92,0.0398409,0.2,301.09,654.7722346782684
301.92,0.0398409,0.2,301.09,656.8088622093201
301.92,0.0398409,0.2,301.1,658.8468923568726
301.93,0.0398409,0.2,301.1,660.8747711181641
301.93,0.0398409,0.2,301.1,662.9008717536926
301.93,0.0398409,0.2,301.11,664.9367623329163
301.94,0.0398486,0.2,301.11,666.9679274559021
301.94,0.0398486,0.2,301.11,669.0008902549744
301.94,0.0398486,0.2,301.12,671.0435943603516
301.95,0.0398486,0.2,301.12,673.0761806964874
301.95,0.0398486,0.2,301.12,675.1126163005829
301.95,0.0398486,0.2,301.13,677.1459529399872
301.96,0.0398486,0.2,301.13,679.1838665008545
301.96,0.0398486,0.2,301.14,681.2101137638092
301.96,0.0398562,0.2,301.14,683.2516801357269
301.96,0.0398562,0.2,301.14,685.2845594882965
301.97,0.0398562,0.2,301.15,687.3157811164856
301.97,0.0398562,0.2,301.15,689.3470718860626
301.97,0.0398562,0.2,301.15,691.3748610019684
301.98,0.0398562,0.2,301.16,693.4104907512665
301.98,0.0398562,0.2,301.16,695.4530301094055
301.98,0.0398638,0.2,301.16,697.4829890727997
301.99,0.0398638,0.2,301.17,699.5078814029694
301.99,0.0398638,0.2,301.17,701.5477962493896
301.99,0.0398638,0.2,301.17,703.5787642002106
302.0,0.0398638,0.2,301.18,705.6032741069794
302.0,0.0398638,0.2,301.18,707.6422801017761
302.0,0.0398638,0.2,301.18,709.6700389385223
302.0,0.0398638,0.2,301.19,711.7073271274567
302.01,0.0398715,0.2,301.19,713.7474687099457
302.01,0.0398715,0.2,301.19,715.7780666351318
302.01,0.0398715,0.2,301.2,717.8116679191589
302.02,0.0398715,0.2,301.2,719.840633392334
302.02,0.0398715,0.2,301.2,721.8780293464661
302.02,0.0398715,0.2,301.21,723.9107184410095
302.03,0.0398715,0.2,301.21,725.9450588226318
302.03,0.0398715,0.2,301.21,727.9746639728546
302.03,0.0398715,0.2,301.22,730.010719537735
302.04,0.0398715,0.2,301.22,732.0431237220764
302.04,0.0398715,0.2,301.22,734.0768995285034
302.04,0.0398715,0.2,301.23,736.1122028827667
302.04,0.0398715,0.2,301.23,738.1490774154663
302.05,0.0398715,0.2,301.23,740.1791620254517
302.05,0.0398715,0.2,301.24,742.214604139328
302.05,0.0398791,0.2,301.24,744.2429509162903
302.06,0.0398791,0.2,301.24,746.2756717205048
302.06,0.0398791,0.2,301.25,748.3016629219055
302.06,0.0398791,0.2,301.25,750.3400928974152
302.07,0.0398791,0.2,301.25,752.3740775585175
302.07,0.0398791,0.2,301.26,754.4047260284424
302.07,0.0398791,0.2,301.26,756.4343359470367
302.08,0.0398867,0.2,301.26,758.4691641330719
302.08,0.0398867,0.2,301.27,760.4984693527222
302.08,0.0398867,0.2,301.27,762.5340774059296
302.09,0.0398867,0.2,301.27,764.5755054950714
302.09,0.0398867,0.3,301.28,766.6049964427948
302.09,0.0398867,0.3,301.28,768.6446549892426
302.09,0.0398867,0.2,301.28,770.6753525733948
302.1,0.0398943,0.3,301.29,772.7060735225677
302.1,0.0398943,0.3,301.29,774.7464592456818
302.1,0.0398943,0.3,301.29,776.7813520431519
302.11,0.0398943,0.3,301.3,778.8140439987183
302.11,0.0398943,0.3,301.3,780.8503541946411
302.11,0.0398943,0.3,301.3,782.8821113109589
302.12,0.0398943,0.3,301.31,784.9095885753632
302.12,0.039902,0.3,301.31,786.9443347454071
302.12,0.039902,0.3,301.31,788.9734954833984
302.13,0.039902,0.3,301.32,791.000316619873
302.13,0.039902,0.3,301.32,793.0462222099304
302.13,0.039902,0.3,301.33,795.0795519351959
302.13,0.039902,0.3,301.33,797.1035556793213
302.14,0.039902,0.3,301.33,799.149028301239
302.14,0.039902,0.3,301.34,801.1796834468842
302.14,0.0399096,0.3,301.34,803.2076282501221
302.15,0.0399096,0.3,301.34,805.244292974472
302.15,0.0399096,0.3,301.35,807.2844798564911
302.15,0.0399096,0.3,301.35,809.309376001358
302.16,0.0399096,0.3,301.35,811.3483834266663
302.16,0.0399096,0.3,301.36,813.3818430900574
302.16,0.0399096,0.3,301.36,815.4110238552094
302.17,0.0399172,0.3,301.36,817.4462265968323
302.17,0.0399172,0.3,301.37,819.4711835384369
302.17,0.0399172,0.3,301.37,821.5002551078796
302.18,0.0399172,0.3,301.37,823.5290443897247
302.18,0.0399172,0.3,301.38,825.5511791706085
302.18,0.0399172,0.3,301.38,827.5776710510254
302.19,0.0399172,0.3,301.38,829.603925704956
302.19,0.0399249,0.3,301.39,831.6367099285126
302.19,0.0399249,0.3,301.39,833.6659879684448
302.19,0.0399249,0.3,301.39,835.699777841568
302.2,0.0399249,0.3,301.4,837.7320575714111
302.2,0.0399249,0.3,301.4,839.7640337944031
302.2,0.0399249,0.3,301.4,841.7903318405151
302.21,0.0399249,0.3,301.41,843.8278584480286
302.21,0.0399249,0.3,301.41,845.8580603599548
302.21,0.0399249,0.3,301.41,847.8841061592102
302.22,0.0399249,0.3,301.42,849.9201407432556
302.22,0.0399249,0.3,301.42,851.951313495636
302.22,0.0399249,0.3,301.42,853.9846956729889
302.23,0.0399249,0.3,301.43,856.0048336982727
302.23,0.0399249,0.3,301.43,858.04465675354
302.23,0.0399249,0.3,301.43,860.0757780075073
302.24,0.0399325,0.3,301.44,862.1053991317749
302.24,0.0399325,0.3,301.44,864.1429331302643
302.24,0.0399325,0.3,301.44,866.1740207672119
302.24,0.0399325,0.3,301.45,868.2064738273621
302.25,0.0399325,0.3,301.45,870.2385540008545
302.25,0.0399325,0.3,301.45,872.2699775695801
302.25,0.0399401,0.3,301.46,874.3038923740387
302.26,0.0399401,0.3,301.46,876.3410317897797
302.26,0.0399401,0.3,301.46,878.3758609294891
302.26,0.0399401,0.3,301.47,880.4025633335114
302.27,0.0399401,0.3,301.47,882.4435811042786
302.27,0.0399401,0.3,301.47,884.4752492904663
302.27,0.0399401,0.3,301.48,886.5119643211365
302.28,0.0399477,0.3,301.48,888.5460410118103
302.28,0.0399477,0.3,301.48,890.5782775878906
302.28,0.0399477,0.3,301.49,892.608992099762
302.29,0.0399477,0.3,301.49,894.651059627533
302.29,0.0399477,0.3,301.49,896.6799275875092
302.29,0.0399477,0.3,301.5,898.7097012996674
302.3,0.0399477,0.3,301.5,900.7478766441345
302.3,0.0399554,0.3,301.5,902.7760441303253
302.3,0.0399554,0.3,301.51,904.8115108013153
302.3,0.0399554,0.3,301.51,906.8443541526794
302.31,0.0399554,0.3,301.51,908.8828859329224
302.31,0.0399554,0.3,301.52,910.9125559329987
302.31,0.0399554,0.3,301.52,912.9456975460052
302.32,0.039963,0.3,301.52,914.9666638374329
302.32,0.039963,0.3,301.53,916.9988448619843
302.32,0.039963,0.3,301.53,919.033988237381
302.33,0.039963,0.3,301.53,921.0697011947632
302.33,0.039963,0.3,301.54,923.1006083488464
302.33,0.039963,0.3,301.54,925.1440646648407
302.34,0.039963,0.3,301.55,927.1728250980377
302.34,0.0399706,0.3,301.55,929.2052328586578
302.34,0.0399706,0.3,301.55,931.2525115013123
302.35,0.0399706,0.3,301.56,933.2836945056915
302.35,0.0399706,0.3,301.56,935.317458152771
302.35,0.0399706,0.3,301.56,937.345555305481
302.36,0.0399706,0.3,301.57,939.372880935669
302.36,0.0399706,0.3,301.57,941.4048163890839
302.36,0.0399783,0.3,301.57,943.4489121437073
302.37,0.0399783,0.3,301.58,945.480349779129
302.37,0.0399783,0.3,301.58,947.504316329956
302.37,0.0399783,0.3,301.58,949.5516781806946
302.37,0.0399783,0.3,301.59,951.5762112140656
302.38,0.0399783,0.3,301.59,953.6102294921875
302.38,0.0399783,0.3,301.59,955.646347284317
302.38,0.0399783,0.3,301.6,957.6704454421997
302.39,0.0399783,0.3,301.6,959.6963143348694
302.39,0.0399783,0.3,301.6,961.7295746803284
302.39,0.0399783,0.3,301.61,963.749804019928
302.4,0.0399783,0.3,301.61,965.7750282287598
302.4,0.0399783,0.3,301.61,967.8146460056305
302.4,0.0399859,0.3,301.62,969.844265460968
302.41,0.0399859,0.3,301.62,971.8807384967804
302.41,0.0399859,0.3,301.62,973.9038782119751
302.41,0.0399859,0.3,301.63,975.9430320262909
302.42,0.0399859,0.3,301.63,977.9797170162201
302.42,0.0399859,0.3,301.63,980.0074951648712
302.42,0.0399935,0.3,301.64,982.0391120910645
302.43,0.0399935,0.3,301.64,984.0764956474304
302.43,0.0399935,0.3,301.64,986.1051917076111
302.43,0.0399935,0.3,301.65,988.1402213573456
302.44,0.0399935,0.3,301.65,990.1702809333801
302.44,0.0399935,0.3,301.65,992.1981823444366
302.44,0.0399935,0.3,301.66,994.2418920993805
302.44,0.0400012,0.3,301.66,996.2680604457855
302.45,0.0400012,0.3,301.66,998.3028788566589
302.45,0.0400012,0.3,301.67,1000.3242864608765
302.45,0.0400012,0.3,301.67,1002.3585817813873
302.46,0.0400012,0.3,301.67,1004.382157087326
302.46,0.0400012,0.3,301.68,1006.4150376319885
302.46,0.0400088,0.3,301.68,1008.4448158740997
302.47,0.0400088,0.3,301.68,1010.4795408248901
302.47,0.0400088,0.3,301.69,1012.5049133300781
302.47,0.0400088,0.3,301.69,1014.546501159668
302.48,0.0400088,0.3,301.69,1016.5853703022003
302.48,0.0400088,0.3,301.7,1018.6142480373383
302.48,0.0400088,0.3,301.7,1020.6575129032135
302.49,0.0400164,0.3,301.7,1022.690423488617
302.49,0.0400164,0.3,301.71,1024.7166197299957
302.49,0.0400164,0.3,301.71,1026.7483718395233
302.5,0.0400164,0.3,301.71,1028.7851684093475
302.5,0.0400164,0.3,301.72,1030.8151786327362
302.5,0.0400164,0.3,301.72,1032.851217508316
302.5,0.040024,0.3,301.72,1034.8815174102783
302.51,0.040024,0.3,301.73,1036.9098443984985
302.51,0.040024,0.3,301.73,1038.9468381404877
302.51,0.040024,0.3,301.73,1040.9739303588867
302.52,0.040024,0.3,301.74,1043.0079610347748
302.52,0.040024,0.3,301.74,1045.0452888011932
302.52,0.0400317,0.3,301.75,1047.0685291290283
302.53,0.0400317,0.3,301.75,1049.093445777893
302.53,0.0400317,0.3,301.75,1051.1320524215698
302.53,0.0400317,0.3,301.76,1053.1732494831085
302.54,0.0400317,0.3,301.76,1055.2001900672913
302.54,0.0400317,0.3,301.76,1057.2466249465942
302.54,0.0400317,0.3,301.77,1059.2724251747131
302.55,0.0400317,0.3,301.77,1061.3066170215607
302.55,0.0400317,0.3,301.77,1063.3490047454834
302.55,0.0400317,0.3,301.78,1065.3831202983856
302.56,0.0400317,0.3,301.78,1067.4134125709534
302.56,0.0400317,0.3,301.78,1069.4512560367584
302.56,0.0400317,0.3,301.79,1071.482148885727
302.57,0.0400393,0.3,301.79,1073.5130417346954
302.57,0.0400393,0.3,301.79,1075.5527181625366
302.57,0.0400393,0.3,301.8,1077.581684589386
302.58,0.0400393,0.3,301.8,1079.6156117916107
302.58,0.0400393,0.3,301.8,1081.6496148109436
302.58,0.0400393,0.3,301.81,1083.6837503910065
302.59,0.0400469,0.3,301.81,1085.714644908905
302.59,0.0400469,0.3,301.81,1087.7519340515137
302.59,0.0400469,0.3,301.82,1089.7789630889893
302.59,0.0400469,0.3,301.82,1091.8032629489899
